web-scraper-order,web-scraper-start-url,tiltle,date,Sourse,link,link-href,key_words,whole_text,first_source,first_source-href,second_sourse,second_sourse-href,third_source,third_source-href
"1625069095-458","https://www.politifact.com/factchecks/list/?page=5&category=coronavirus&ruling=pants-fire","High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""","stated on February 15, 2020 in an image:","Facebook posts","High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""","https://www.politifact.com/factchecks/2020/feb/26/facebook-posts/china-air-quality-projections-used-promote-coronav/","Public Health




Facebook Fact-checks




Coronavirus







Facebook posts","China air quality projections used to promote coronavirus cremation hoax




If Your Time is short





The photo shows sulfur dioxide projections. It is not a real-time satellite image.


While it can be produced by burning organic matter, sulfur dioxide mostly comes from burning coal and oil.





See the sources for this fact-check




A popular Facebook post is taking an image out of context to promote a hoax about the cremation of coronavirus victims.
The post, which was published Feb. 15, includes an image that claims to show a ""spike in sulfur dioxide emissions just outside Wuhan."" The image cites Instagram user @conspiracyplots, who published it the same day.
""Sulfur dioxide is a gas that is released when organic matter, such as human bodies, are burned,"" reads text underneath the image. ""This alarmingly high level of the gas may be a sign of mass cremations of victims of the coronavirus.""
The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)

(Screenshot from Facebook)
According to the World Health Organization, the 2019 coronavirus has infected more than 81,000 people in 37 countries. The vast majority of the 2,761 deaths have occurred in China.
The Chinese government has ordered for the swift cremation of patients who die after contracting the coronavirus. But the Facebook post does not show sulfur dioxide resulting from cremation.

Featured Fact-check
















Instagram posts


stated on June 2, 2021 in an Instagram post








An email from Dr. Anthony Fauci shows ""everyone was lied to"" about wearing masks to prevent the spread of COVID-19.












By Tom Kertscher • June 2, 2021







Twitter user @inteldotwav first connected cremations in China with heightened levels of sulfur dioxide near Wuhan. In a Feb. 8 thread, the user posted a screenshot of a map from Windy.com, a website that tracks global wind and weather patterns. It has more than 12,200 retweets.
One of the possible reasons for the influx of sulfur dioxide, @inteldotwav said, is that ""dead bodies are being burned on the outskirts of the city."" Several tabloids uncritically reported the false claim and later retracted their stories after fact-checkers debunked them.
RELATED: Hoaxes about the coronavirus are now trying to prove human extermination
There are a few things wrong with the sulfur dioxide conspiracy theory.
First, Windy.com provides air quality projections — not real-time atmospheric conditions.
Second, China’s National Environmental Monitoring Center has addressed the image in the Facebook post. The state-run Xinhua News Agency reported that environmental officials had recorded sulfur dioxide levels several times lower than what Windy.com showed.
Third, while the gas can be produced by burning organic matter, sulfur dioxide mostly comes from burning coal and oil. And there are several coal power plants and oil refineries near Wuhan.
The Facebook post is inaccurate and ridiculous. We rate it Pants on Fire.","Global coal power","https://www.carbonbrief.org/mapped-worlds-coal-power-plants","Facebook post","https://www.facebook.com/photo.php?fbid=189277028990336&set=a.109574006960639&type=3&theater","These aren’t satellite images and they don’t show evidence of mass cremations in Wuhan","https://fullfact.org/health/satellites-wuhan-sulphur-dioxide-coronavirus/"
"1625069229-498","https://www.politifact.com/factchecks/list/?page=4&category=coronavirus&ruling=pants-fire","""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25.""","stated on April 9, 2020 in a meeting:","Ron DeSantis","""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25.""","https://www.politifact.com/factchecks/2020/apr/10/ron-desantis/florida-governor-falsely-claims-novel-coronavirus-/","Public Health




Florida




Coronavirus







Ron DeSantis","Florida governor falsely claims novel coronavirus hasn’t killed anyone under 25 in the US




If Your Time is short





Data compiled by the CDC, multiple states and news organizations all show COVID-19 deaths among young people in the United States.


DeSantis’ office did not respond to a request for comment.





See the sources for this fact-check




Health officials have long said that the novel coronavirus is particularly dangerous for older individuals and people with underlying health conditions.
But Florida Gov. Ron Desantis made an even more staggering claim, that the virus hasn’t killed anyone under 25 in the United States.
""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25,"" DeSantis said during an April 9 meeting to discuss reopening Florida schools. ""For whatever reason, it just doesn’t seem to threaten kids.
""And we lose in Florida between five and 10 kids a year for the flu. This one (coronavirus), for whatever reason, much more dangerous if you're 65 and plus than the flu, no doubt about that, if you're younger it just hasn't had an impact. So that should factor into how we're viewing this. I think the data on that has been 100% consistent. I have not seen any deviation on that.""

This is inaccurate. Florida hasn’t yet reported any deaths of COVID-19 patients under the age of 25, but several Americans in that age group have been killed by the virus. 
PolitiFact reached out to Desantis’ office for comment but did not hear back.
So far, the federal government’s count shows that four people between 15 and 24, and one child between the ages of 1 and 4, have died from the virus.

Featured Fact-check
















Instagram posts


stated on June 2, 2021 in an Instagram post








An email from Dr. Anthony Fauci shows ""everyone was lied to"" about wearing masks to prevent the spread of COVID-19.












By Tom Kertscher • June 2, 2021







This is an undercount, because it takes ""several weeks"" for death records to be processed. Reports by news organizations and various state health departments show more fatalities among younger Americans, though it’s hard to say with precision.
New York state reported that 42 people who were 29 years or younger have died from the virus, as of April 10. Of those, six were 19 or younger and 36 deaths were people between 20 and 29 years old.
A Washington Post investigation identified nine people under 20 who died from COVID-19. The newspaper found 45 deaths of people in their 20s. 
All told, death remains rare for young, otherwise healthy people, but these numbers show it can and has happened. Relatively few children with COVID-19 are hospitalized, and they often exhibit milder symptoms, health experts say. Like adults, they can unknowingly spread the disease to others.
Our ruling
DeSantis claimed that the novel coronavirus hasn’t killed anyone under the age of 25 in the United States.
That’s wrong, according to the CDC, contemporaneous news reports and the counts of state health officials in places like New York. While we don’t have precise numbers, we can say with certainty that deaths in people 25 and under do exist.
We rate this claim Pants on Fire!","DeSantis video","https://twitter.com/KevinCate/status/1248365705503932420","Even two weeks back in school would have value, Gov. Ron DeSantis says","https://www.tampabay.com/news/health/2020/04/09/even-two-weeks-back-in-school-would-have-value-gov-ron-desantis-says/","April 9 meeting","https://www.tampabay.com/news/health/2020/04/09/even-two-weeks-back-in-school-would-have-value-gov-ron-desantis-says/"
"1625069489-571","https://www.politifact.com/factchecks/list/?page=1&category=coronavirus&ruling=pants-fire","“This is a phony pandemic.”","stated on December 12, 2020 in a speech.:","Bob Good","“This is a phony pandemic.”","https://www.politifact.com/factchecks/2020/dec/21/bob-good/contrary-global-experts-bob-good-says-pandemic-pho/","Public Health




Coronavirus




Virginia







Bob Good","","Comments at rally","https://www.c-span.org/video/?507234-1/women-america-rally","Twitter","https://twitter.com/GoodForCongress","definition of pandemic","https://www.merriam-webster.com/dictionary/pandemic?src=search-dict-box"
"1625069225-496","https://www.politifact.com/factchecks/list/?page=4&category=coronavirus&ruling=pants-fire","Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”","stated on April 6, 2020 in a Facebook post:","Viral image","Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”","https://www.politifact.com/factchecks/2020/apr/07/viral-image/no-queen-elizabeth-didnt-praise-philippine-preside/","Facebook Fact-checks




Coronavirus







Viral image","","post","https://www.facebook.com/photo.php?fbid=3033469743342561&set=a.299182993437930&type=3&theater","‘Shoot them dead’ - Phiippine leader says won’t tolerate lockdown violators","https://www.reuters.com/article/us-health-coronavirus-philippines-dutert/shoot-them-dead-philippine-leader-says-wont-tolerate-lockdown-violators-idUSKBN21K0AY","post","https://www.facebook.com/photo.php?fbid=3033469743342561&set=a.299182993437930&type=3&theater"
"1625069331-525","https://www.politifact.com/factchecks/list/?page=3&category=coronavirus&ruling=pants-fire","“How many of you are aware that the female governor of Michigan is the niece of George Soros?”","stated on June 1, 2020 in a Facebook post:","Facebook posts","“How many of you are aware that the female governor of Michigan is the niece of George Soros?”","https://www.politifact.com/factchecks/2020/jun/10/facebook-posts/no-gretchen-whitmer-isnt-george-soross-niece/","Facebook Fact-checks




Coronavirus







Facebook posts","","post","https://www.facebook.com/pastor.greg.wilson/posts/10221359201783446","Paul Soros, shipping innovator","https://www.nytimes.com/2013/06/16/business/paul-soros-shipping-innovator-dies-at-87.html","partnership with Facebook","https://www.facebook.com/help/1952307158131536?helpref=related"
"1625069195-486","https://www.politifact.com/factchecks/list/?page=4&category=coronavirus&ruling=pants-fire","“We inherited a broken test” for COVID-19.","stated on March 30, 2020 in an interview on ""Fox and Friends"":","Donald Trump","“We inherited a broken test” for COVID-19.","https://www.politifact.com/factchecks/2020/mar/31/donald-trump/trump-blames-past-administrations-flawed-covid-19-/","National




Coronavirus







Donald Trump","Trump blames past administrations for a flawed COVID-19 test. The test couldn’t have existed earlier




If Your Time is short





China reported a totally new viral disease, now called COVID-19, on Dec. 31, 2019.


The U.S. government began sending test kits out on Feb. 5, 2020.


There was no inherited test because a test couldn’t be created until the new virus had emerged. 





See the sources for this fact-check




President Donald Trump deflected blame for the slow start of testing for the new coronavirus in the United States.
""We inherited a broken test,"" he said on Fox News’ ""Fox and Friends"" March 30. 
Trump said much the same the day before during a Rose Garden press conference.
""We took over a dead, barren system,"" Trump said. ""That didn’t work, because when CDC first looked at their test, the biggest problem they had is, the test didn’t work. That wasn’t from us. That’s been there a long time. Now we have the best tests in the world.""
Trump’s assertion that the test ""wasn’t from us,"" gets things backwards. There could be no test for the virus that causes COVID-19 until the virus emerged. 
Trump’s claim that his administration inherited a broken test ""doesn’t make sense,"" said infectious disease researcher Christopher Mores at George Washington University’s School of Public Health.
""The (Centers for Disease Control) designed it and validated it and deployed it,"" Mores said. ""It has since been found to have multiple problems and has been changed to address some of these.""
China officially reported the new disease Dec. 31, 2019. It sent a genetic map of the viral DNA to the world community Jan. 7, 2020. 

Featured Fact-check
















Facebook posts


stated on June 2, 2021 in a Facebook post








Emails show ""Fauci's fellow scientist could tell early on that the (coronavirus) looked manufactured.""












By Jon Greenberg • June 2, 2021







Within 10 days, a German lab had published a recipe for a test to detect the virus. The World Health Organization adopted that test and began helping low- and middle-income countries roll it out.
RELATED: Timeline: How Donald Trump responded to the coronavirus pandemic
The first case of COVID-19 appeared in the United States on Jan. 21, and by Feb. 5, the CDC was sending test kits to state health agencies. But there was a hitch. The tests needed clean reagents, chemicals essential to providing reliable results. Some of the reagents were tainted and states had to send their samples to be tested back to the CDC.
All of this cost public health officials precious time learning how far the coronavirus had spread. By mid February, CDC and state labs had tested just under 2,200 samples. This was at a time when South Korea had performed over 7,900 tests. 
According to the COVID Tracking Project, by March 29, the country had conducted more than 831,000 tests.
Trump has incorrectly blamed the Obama administration for creating a policy that hamstrung the development of a testing regime. It is true that Food and Drug Administration rules slowed the process for private labs, but that practice dated back to the days of the President George W. Bush administration. Trump also falsely said the WHO had a bad test. Three independent labs validated that test.
We asked the White House how a previous administration could be responsible for a test created three years into the Trump presidency. We did not hear back.
Our ruling
Trump said that his administration inherited a broken test. That flies in the face of logic. There could be no test until the virus emerged.
We rate this claim Pants on Fire.","Fox and Friends","https://youtu.be/FSVavbppOtA?t=350","Remarks by President Trump, Vice President Pence, and Members of the Coronavirus Task Force in Press Briefing","https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-14/","Rose Garden press conference","https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-14/"
"1625069136-469","https://www.politifact.com/factchecks/list/?page=5&category=coronavirus&ruling=pants-fire","Silver Solution used on strains of coronavirus ""totally eliminate it. Kills it. Deactivates it.”","stated on February 12, 2020 in remarks on the Jim Bakker show:","Sherill Sellman","Silver Solution used on strains of coronavirus ""totally eliminate it. Kills it. Deactivates it.”","https://www.politifact.com/factchecks/2020/mar/17/sherill-sellman/no-silver-solution-wont-cure-coronavirus/","Public Health




Missouri




PunditFact




Coronavirus







Sherill Sellman","","""Missouri Sues Televangelist Jim Bakker for Selling Fake Coronavirus Cure,""","https://www.npr.org/2020/03/11/814550474/missouri-sues-televangelist-jim-bakker-for-selling-fake-coronavirus-cure?utm_campaign=npr&utm_source=facebook.com&utm_medium=social&utm_term=nprnews","null","","""Colloidal Silver,""","https://nccih.nih.gov/health/colloidalsilver#hed1"
"1625069239-501","https://www.politifact.com/factchecks/list/?page=4&category=coronavirus&ruling=pants-fire","Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""","stated on April 8, 2020 in a television interview:","Kathy Hochul","Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""","https://www.politifact.com/factchecks/2020/apr/14/kathy-hochul/hochul-rewrites-history-ventilator-claim/","New York




Coronavirus







Kathy Hochul","","""Watch: Interview with Lt. Gov. Kathy Hochul,""","https://www.wivb.com/news/watch-interview-with-lt-gov-kathy-hochul/","""Amid Ongoing COVID-19 Pandemic, Governor Cuomo Announces Executive Order Allowing State to Redistribute Ventilators & Personal Protective Equipment to Hospitals with Highest Need,""","https://www.governor.ny.gov/news/video-audio-photos-rush-transcript-amid-ongoing-covid-19-pandemic-governor-cuomo-announces-7","""Gov Andrew Cuomo New York COVID-19 Briefing April 3: NY Passes 100,000 Cases,","https://www.rev.com/blog/transcripts/gov-andrew-cuomo-new-york-covid-19-briefing-april-3-ny-passes-100000-cases"
"1625069540-586","https://www.politifact.com/factchecks/list/?page=1&category=coronavirus&ruling=pants-fire","""mRNA is not a vaccine"" — it's ""actually an operating system"" that's run by Bill Gates to program humans.","stated on March 31, 2021 in a video:","Facebook posts","""mRNA is not a vaccine"" — it's ""actually an operating system"" that's run by Bill Gates to program humans.","https://www.politifact.com/factchecks/2021/apr/01/facebook-posts/covid-19-vaccine-not-operating-system-run-bill-gat/","Facebook Fact-checks




Coronavirus







Facebook posts","The COVID-19 vaccine is not an ‘operating system’ run by Bill Gates




If Your Time is short




The COVID-19 vaccines help prevent the spread of the coronavirus. They are not part of a Bill Gates-run plot to program humans.




See the sources for this fact-check




The technology behind two coronavirus vaccines approved for emergency use in the U.S. is actually an operating system aimed at programming humans. The programmer? Billionaire philanthropist Bill Gates.
That’s not the plot of a science fiction movie — it’s a bogus conspiracy theory in a video seen more than 48,000 times on Facebook.
""The new so-called experimental vaccine, what’s new about it? The real new and amazing thing about it is that it’s not even a vaccine — mRNA is not a vaccine,"" a man says in the March 31 video, which includes other anti-vaccine claims. ""The CEO of Moderna boasts about the fact that the mRNA vaccine is actually an operating system, such as you would put in your computer.""
""And of course who’s the great programmer who has bestowed upon himself the title of the grand programmer of humanity? Well it’s Bill Gates himself.""

(Screenshot from Facebook)
The video was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) It was originally posted on the Instagram page of Damon Jones, a personal development coach who did not respond to our request for comment.
The video is ridiculously wrong. COVID-19 vaccines help prevent the spread of the coronavirus — they are not part of a Gates-run plot to program humans.

Featured Fact-check
















Viral image


stated on June 1, 2021 in a Facebook post








 “U.S. military arrests Dr. Deborah Birx.”












By Ciara O'Rourke • June 2, 2021







mRNA stands for messenger RNA. Most vaccines put weakened or inactivated germs in the body to activate an immune response, but mRNA vaccines don’t. Instead, they tell human cells how to make the spike protein that’s present on coronavirus virions. That protein trains the body’s immune system to create antibodies, which can prevent future COVID-19 infection.
Vaccines from Pfizer-BioNTech and Moderna use mRNA to inoculate people against the coronavirus. On its website, Moderna likens the technology to an ""operating system on a computer.""
""It is designed so that it can plug and play interchangeably with different programs,"" the company says. ""In our case, the ‘program’ or ‘app’ is our mRNA drug — the unique mRNA sequence that codes for a protein.""
That’s a metaphor — mRNA vaccines aren’t literally operating systems. 
The instructions contained in mRNA vaccines degrade quickly once they’re inside immune cells. We’ve previously debunked claims that mRNA vaccines alter people’s DNA and control them. Conspiracy theories accusing Gates of a nefarious coronavirus vaccination scheme have circulated since last spring.
The Facebook video is inaccurate and ridiculous. We rate it Pants on Fire!
RELATED: False vaccine claims persist on Facebook, despite a ban. Here’s why","Understanding mRNA COVID-19 Vaccines","https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/mrna.html","Facebook post","https://archive.ph/KH2Bs","the March 31 video","https://www.facebook.com/106873614301229/videos/136240745104365"
"1625069114-463","https://www.politifact.com/factchecks/list/?page=5&category=coronavirus&ruling=pants-fire","Says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”","stated on February 24, 2020 in a Facebook post:","YouTube videos","Says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”","https://www.politifact.com/factchecks/2020/mar/03/youtube-videos/no-trump-did-not-create-coronavirus/","Fake news




Facebook Fact-checks




Coronavirus







YouTube videos","","post","https://www.facebook.com/STFNReloaded/videos/2553755568236779/?v=2553755568236779","U.S. preps for a pandemic as coronavirus claims 6 lives in Washington state","https://www.cbsnews.com/live-updates/coronavirus-outbreak-death-toll-us-infections-latest-news-updates-2020-03-03/","null",""
"1625069218-493","https://www.politifact.com/factchecks/list/?page=4&category=coronavirus&ruling=pants-fire","The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”","stated on March 16, 2020 in a Facebook post:","Facebook posts","The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”","https://www.politifact.com/factchecks/2020/apr/06/facebook-posts/fact-checking-viral-pa-facebook-post-coronavirus-s/","National




Coronavirus




Pennsylvania







Facebook posts","Fact-checking a viral Pa. Facebook post on coronavirus that says the government is 'up to something'




If Your Time is short




A few days after President Donald Trump declared the coronavirus a national emergency and cautioned against gathering in groups, a Facebook post accusing the government of being “up to something” went viral in Pennsylvania.

 
Any suggestion that the coronavirus isn’t real or that it’s part of a government conspiracy is a ridiculous claim.

 
The deadly virus is killing Americans right now, and abiding by unprecedented orders to stay home is the best way to halt its spread.

 



See the sources for this fact-check




A few days after President Donald Trump declared the coronavirus a national emergency and cautioned against gathering in groups, a Facebook post accusing the government of being ""up to something"" went viral in Pennsylvania.
Here’s the full post:
""Is anyone paying attention to the bigger picture? And not what the media is feeding you? This virus is a distraction from the truth. Coming through Pennsylvania and stopped at a store and they have stopped selling gun ammo until further notice and all the cases are full so it’s not like they have run out. They are closing liquor stores. Next will be the banks. Then our phones will stop working. They don’t want venues of 50 or more people because they would have trouble trying to control 50-plus people. Something’s not right here and everyone is dumb enough to think it’s really just a virus. The numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something and we are dumb enough to believe what you see on TV or on Facebook. Everyone better stock up on defense supplies because that toilet paper isn’t going to protect you when they come.""
Before we go any further, let’s get one thing straight – the coronavirus is real.
The number of cases in the U.S. and the grim tally of deaths caused by the virus climbs exponentially every day, and the restrictions that drew skepticism from this Facebook user are the very measures that public health experts say will help slow the virus’ spread.
There’s a lot to unpack in this misleading Facebook post, so we’ll take the claims one by one.
When the post first appeared on March 16, there were no restrictions on the sale of guns or ammunition in Pennsylvania, and customers anxious about the coronavirus flooded firearms dealers. Then Gov. Tom Wolf ordered gun sellers and other businesses not deemed ""life-sustaining"" to close their doors. But he quickly reversed course under pressure from the Supreme Court of Pennsylvania and allowed them to reopen so long as the shops agreed to keep customers six feet apart.
The Trump administration also advised states to consider gun sellers and shooting ranges essential businesses – on par with grocery stores and pharmacies.
The post gets one thing right. Pennsylvania did initially close liquor stores, which are state run.
Liquor stores reopened on Wednesday for online sales, but demand was so overwhelming that the Pennsylvania Fine Wine and Good Spirits website was unavailable for most users. The state liquor control board said access to the site would be ""randomized"" to prevent it from crashing.

Featured Fact-check
















Charlie Kirk


stated on June 1, 2021 in a tweet








Says Anthony Fauci will make millions off new book.












By Samantha Putterman • June 15, 2021







The Facebook user also warned that the government would soon close banks and cut the phone lines.
There’s no evidence of this.
Banks appear on Wolf’s list of life-sustaining businesses allowed to remain open, although some bank branches have closed voluntarily to keep customers and staff safe and others have reduced their hours or moved to drive-through service. Telecommunications companies like Philadelphia’s Comcast are easing shutoffs and waiving late fees to accommodate customers.
Next the post argues that new rules against gathering in large groups are designed to prevent people from organizing. Really they’re the most important tool government officials have to stop the spread of the coronavirus, which scientists say is far more contagious than the flu. Pennsylvanians who defy the rules now risk arrest, and in New Jersey, 15 men who attended an ultra-Orthodox Jewish funeral were charged Wednesday with violating that state’s ban on large gatherings.
Finally, the post suggests that coronavirus numbers don’t compare to H1N1 or Ebola, but top government scientists now predict that the coronavirus will be far deadlier than either of those diseases.
During the H1N1 outbreak that started in 2009, more than 12,000 people in the U.S. died.
About a dozen people were sickened with Ebola in 2014, but no one died.
Last week, members of the Trump administration leading the government’s response to the coronavirus outbreak announced that the deadly pathogen could kill between 100,000 and 240,000 Americans. So far, nearly 5,000 people have died – 90 of them in Pennsylvania.
Our ruling
State-run liquor stores did close in Pennsylvania as government officials scrambled to halt the spread of the coronavirus, but all the other claims made in this post are false.
Most importantly, any suggestion that the coronavirus isn’t real or that it’s part of a government conspiracy is a ridiculous claim.
The deadly virus is killing Americans right now, and abiding by unprecedented orders to stay home is the best way to halt its spread. We rate the post’s claim about the government being ""up to something"" Pants on Fire.","Centers for Disease Control and Prevention","https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/cases-in-us.html","Associated Press","https://apnews.com/d8dde6f12ec1d238da2db09375d8e84f","Pennsylvania Liquor Control Board","https://www.media.pa.gov/Pages/Liquor-Control-Board-Details.aspx?newsid=562"
"1625069495-573","https://www.politifact.com/factchecks/list/?page=1&category=coronavirus&ruling=pants-fire","North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""","stated on December 27, 2020 in a tweet:","North Carolina Republican Party","North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""","https://www.politifact.com/factchecks/2020/dec/30/north-carolina-republican-party/nc-gop-wrong-about-roy-cooper-staying-mansion/","North Carolina




Coronavirus







North Carolina Republican Party","NC GOP wrong about Roy Cooper staying in mansion




If Your Time is short




The North Carolina Republican Party tweeted that Gov. Cooper, a Democrat, hadn't left the Executive Mansion since the coronavirus pandemic started.
Cooper has left the mansion numerous times since March, and made many public appearances.
The NC GOP said it's tweet was meant ""metaphorically,"" but the tweet didn't include a reference to any alternative meaning.




See the sources for this fact-check




Add North Carolina’s governor to the list of politicians accused of hiding from the public.
During campaign season, Republicans on several occasions accused Democrats of hiding in their basements amid the coronavirus pandemic. That trend continued the Sunday after Christmas, when the North Carolina GOP tweeted about Gov. Roy Cooper.
""Democrat Governor @RoyCooperNC has not left the Governor's Mansion since the start of the #COVID19 crisis,"" the party tweeted on Dec. 27.
Compared to similar claims and barbs, this particular tweet stood out.
For one, North Carolina’s gubernatorial race is over. Incumbent Cooper defeated Republican Dan Forest by about 250,000 votes — or about 4 percentage points — over a month ago. Second, the North Carolina Republican Party’s claim is very specific. 
So is it true that Cooper hasn’t left the Governor’s Mansion in Raleigh since March, when the pandemic started?
No. There are numerous examples of Cooper leaving the executive mansion.
On Dec. 21, less than a week before the NC GOP’s tweet, Cooper visited Duke Hospital to see health care workers receive COVID-19 vaccinations. He did the same at UNC Hospital in Chapel Hill on Dec. 17.
Earlier this month, he toured a factory in Pittsboro that makes personal protective equipment. And in November, he toured a face shield production line.

Featured Fact-check
















Viral image


stated on June 1, 2021 in a Facebook post








“U.S. military arrests Dr. Deborah Birx.”












By Ciara O'Rourke • June 2, 2021







Cooper met with residents in August, when he visited Windsor in Bertie County after the town was hit by a tornado.
He has held multiple press conferences about the coronavirus pandemic from the Emergency Management building across town from the executive mansion.
Cooper also made a couple of high-profile appearances on the campaign trail in October, debating Forest at a studio in Research Triangle Park and greeting Joe Biden at RDU-International Airport.
We know the NC GOP is aware of Cooper’s trip to the airport because it issued a press release about his conversation with Biden.
The list of trips in this fact-check is not comprehensive. So why did the NC GOP tweet that Cooper hasn’t left his house?
Party spokesman Tim Wigginton told PolitiFact NC that the tweet is not meant to be taken literally.
""The tweet is meant metaphorically,"" Wigginton said, adding that it’s meant to critique the frequency of Cooper’s visits with business owners. He accused Cooper of living ""in a bubble … instead of meeting with people devastated by his orders."" 
The NC GOP’s tweet gave no indication that the party was calling on Cooper to meet with business owners.
Our ruling
The NC GOP tweeted that Cooper ""has not left the Governor's Mansion since the start of the (COVID-19) crisis."" 
That’s not only false, the party knows it’s false. Cooper has left the mansion numerous times since March, and made many public appearances. We rate this claim Pants on Fire.","Tweet","https://twitter.com/NCGOP/status/1343195062591696897?s=20","Video","https://www.youtube.com/watch?v=J4LG0JlGfcQ&feature=youtu.be","tweeted on Dec. 27","https://twitter.com/NCGOP/status/1343195062591696897?s=20"
"1625069227-497","https://www.politifact.com/factchecks/list/?page=4&category=coronavirus&ruling=pants-fire","“North Carolina & Virginia State line is closed. Nothing in or out.""","stated on April 6, 2020 in a Facebook post:","Facebook posts","“North Carolina & Virginia State line is closed. Nothing in or out.""","https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/no-north-carolina-didnt-shut-down-its-borders-prev/","North Carolina




Facebook Fact-checks




Coronavirus







Facebook posts","No, North Carolina didn't shut down its borders to prevent coronavirus




If Your Time is short




A Facebook post said North Carolina's border with Virginia was closed.
Some North Carolina local governments have restricted travel.
But NC and Virginia have not blocked travel across the border.




See the sources for this fact-check




Amid the coronavirus outbreak, North Carolina officials have asked residents to limit their movement.
Gov. Roy Cooper issued a ""stay-at-home"" order that lasts until the end of the month.
And one Facebook post that’s circulating on the social media site suggests there’s a blockade along North Carolina’s northern border.
""North Carolina & Virginia State line is closed. Nothing in or out,"" the post reads. As of Wednesday, it had been shared more than 800 times.
Is it true that the North Carolina-Virginia border is closed? No. 

This is a gross exaggeration of the situation that could add to the anxiety North Carolinians already face. 
No statewide order
We reached out to authorities in both states.
""The Virginia State Police has not closed any borders or roads as a result of COVID-19,"" Corinne Geller, public relations director for Virginia State Police, told us in an email.

Featured Fact-check
















Viral image


stated on June 1, 2021 in a Facebook post








“U.S. military arrests Dr. Deborah Birx.”












By Ciara O'Rourke • June 2, 2021







""No action has been taken by the state of North Carolina to close our border with Virginia,"" said Kelly Haight Connor, communications manager for the NC Department of Health and Human Services.
In fact, there has been no sweeping order to close state borders either, said Steve Abbott, spokesman for NC’s Department of Transportation. 
Local governments act
However, some local NC governments have gone a step further than Cooper’s order and enacted movement restrictions within their jurisdictions.
The bottom image of the Facebook post was used in a story from WATE about authorities blocking a highway between Robbinsville and Tellico Plains, Tennessee. That decision to block that road was made by the Graham County Emergency Planning Committee, WATE reported.
Elsewhere, Fayetteville issued a curfew. And Dare County has banned entry to visitors and non-resident property owners. 
A list of municipal movement restrictions can be found by clicking ""COVID-19 related information"" on DriveNC.gov.
Our ruling
A viral Facebook post says ""North Carolina & Virginia State line is closed. Nothing in or out.""
The NC-Virginia border isn’t closed, according to officials from both states. Nor is there a statewide ban on movement in or out of the state. 
The post broadcasted serious misinformation at a time when people are nervous about how the COVID-19 pandemic is affecting their work and their access to essential goods. We rate this claim Pants on Fire.","null","","Governor Cooper Announces Statewide Stay at Home Order Until April 29","https://www.ncdhhs.gov/news/press-releases/governor-cooper-announces-statewide-stay-home-order-until-april-29","null",""
